0	37.87672895938158	74.47671424597502	45.412020047797874	95.41202004779788	1080	171.25	1251.25	4443.337979952202	만족
1	38.17648075520992	75.0661138445139	45.77140521477251	95.7714052147725	1080	171.25	1251.25	4442.978594785228	만족
2	38.45689319074154	75.61748661100864	46.10760360079653	96.10760360079652	1080	171.25	1251.25	4442.642396399204	만족
3	38.72672915458679	76.14806294441223	46.4311214054332	96.4311214054332	1080	171.25	1251.25	4442.318878594567	만족
4	38.962392173707485	76.61144528537989	46.71366781434592	96.71366781434591	1080	171.25	1251.25	4442.036332185654	만족
5	39.21013027429581	77.09857076406479	47.010691551601184	97.01069155160118	1080	171.25	1251.25	4441.739308448399	만족
6	39.44660559296608	77.56355032324791	47.29421186096528	97.29421186096528	1080	171.25	1251.25	4441.455788139035	만족
7	39.67373449355364	78.01015209406614	47.56652635248268	97.56652635248268	1080	171.25	1251.25	4441.1834736475175	만족
8	39.87341098487377	78.40277440845966	47.805926983847336	97.80592698384734	1080	171.25	1251.25	4440.944073016152	만족
9	40.0866611674428	78.82208656519651	48.06160169050974	98.06160169050975	1080	171.25	1251.25	4440.68839830949	만족
10	40.294311456382275	79.23038769513369	48.31056244671345	98.31056244671345	1080	171.25	1251.25	4440.439437553287	만족
11	40.49674645066261	79.62843403220177	48.55327036450891	98.5532703645089	1080	171.25	1251.25	4440.1967296354915	만족
12	40.6769310683012	79.98272962868214	48.76930136014433	98.76930136014434	1080	171.25	1251.25	4439.980698639855	만족
13	40.87120991200209	80.36473859101534	49.002230522387165	99.00223052238717	1080	171.25	1251.25	4439.747769477613	만족
14	41.06190800666809	80.73970675468445	49.23086657243616	99.23086657243616	1080	171.25	1251.25	4439.519133427564	만족
15	41.249502785503864	81.10857289284468	49.455781925250506	99.4557819252505	1080	171.25	1251.25	4439.29421807475	만족
16	41.41745649278164	81.43881894648075	49.65714876266087	99.65714876266087	1080	171.25	1251.25	4439.092851237339	만족
17	41.59971330314875	81.79718907922506	49.875664198223284	99.87566419822329	1080	171.25	1251.25	4438.874335801776	만족
18	41.779327653348446	82.1503633633256	50.0910114759908	100.0910114759908	1080	171.25	1251.25	4438.658988524009	만족
19	41.95659130811691	82.49891549348831	50.30354040510514	100.30354040510514	1080	171.25	1251.25	4438.446459594895	만족
20	42.11556330323219	82.81150087714195	50.494138686095965	100.49413868609597	1080	171.25	1251.25	4438.2558613139045	만족
21	42.28848695755005	83.15151929855347	50.70146420422722	100.70146420422722	1080	171.25	1251.25	4438.048535795773	만족
22	42.458549328148365	83.48591160029173	50.90535920770729	100.90535920770729	1080	171.25	1251.25	4437.844640792293	만족
23	42.62636378407478	83.81588384509087	51.106559090754565	101.10655909075456	1080	171.25	1251.25	4437.643440909245	만족
24	42.791854068636894	84.14128609001637	51.30497242597973	101.30497242597973	1080	171.25	1251.25	4437.44502757402	만족
25	42.94031921774149	84.43321194499731	51.482973602764744	101.48297360276474	1080	171.25	1251.25	4437.267026397235	만족
26	43.10104180127382	84.74923949688673	51.67567073860589	101.67567073860589	1080	171.25	1251.25	4437.074329261394	만족
27	43.2590688765049	85.05996689200401	51.86513611499001	101.86513611499001	1080	171.25	1251.25	4436.88486388501	만족
28	43.41414514929056	85.36489214748144	52.051063648918095	102.0510636489181	1080	171.25	1251.25	4436.698936351082	만족
29	43.552617356181145	85.63716895878315	52.2170838625992	102.2170838625992	1080	171.25	1251.25	4436.532916137401	만족
30	43.702286034822464	85.9314613044262	52.39652800209382	102.39652800209382	1080	171.25	1251.25	4436.353471997906	만족
31	43.849229365587234	86.2203948199749	52.57270460619646	102.57270460619645	1080	171.25	1251.25	4436.177295393803	만족
32	43.91493611037731	86.349593475461	52.651483214953366	102.65148321495337	1080	171.25	1251.25	4436.098516785047	만족
33	43.91493611037731	86.349593475461	52.651483214953366	102.65148321495337	1080	171.25	1251.25	4436.098516785047	만족
34	43.91493611037731	86.349593475461	52.651483214953366	102.65148321495337	1080	171.25	1251.25	4436.098516785047	만족
35	43.91493611037731	86.349593475461	52.651483214953366	102.65148321495337	1080	171.25	1251.25	4436.098516785047	만족
36	43.91493611037731	86.349593475461	52.651483214953366	102.65148321495337	1080	171.25	1251.25	4436.098516785047	만족
37	119.42996919155121	234.8342090845108	143.1896656401017	193.1896656401017	1080	171.25	1251.25	4345.560334359899	만족
38	119.48948919773102	234.95124280452728	143.2610267050126	193.2610267050126	1080	171.25	1251.25	4345.488973294988	만족
39	119.54927444458008	235.06879806518555	143.33270577823416	193.33270577823416	1080	171.25	1251.25	4345.417294221766	만족
40	119.60973605513573	235.18768325448036	143.40519577264786	193.40519577264786	1080	171.25	1251.25	4345.344804227352	만족
41	119.66506525874138	235.29647663235664	143.4715323062504	193.4715323062504	1080	171.25	1251.25	4345.27846769375	만족
42	119.72568601369858	235.41567474603653	143.5442131056505	193.5442131056505	1080	171.25	1251.25	4345.205786894349	만족
43	119.78669136762619	235.535629093647	143.61735501710106	193.61735501710106	1080	171.25	1251.25	4345.132644982899	만족
44	119.8465296626091	235.65328866243362	143.68909769198473	193.68909769198473	1080	171.25	1251.25	4345.060902308015	만족
45	119.90571811795235	235.76967045664787	143.76006124650732	193.76006124650732	1080	171.25	1251.25	4344.989938753492	만족
46	119.91115555167198	235.78036203980446	143.76658041687574	193.76658041687574	1080	171.25	1251.25	4344.9834195831245	만족
47	119.91115555167198	235.78036203980446	143.76658041687574	193.76658041687574	1080	171.25	1251.25	4344.9834195831245	만족
48	1249.97922539711	2457.824319601059	1498.653215380276	1548.653215380276	1080	171.25	1251.25	2990.096784619724	만족
